urls,titles,authors,published_dates,articles_content
https://mb.com.ph/2020/07/13/canada-india-to-collaborate-with-ph-for-covid-19-vaccine-trials/,"Canada, India to collaborate with PH for COVID-19 vaccine trials",by Dhel Nazario,"Published July 13, 2020, 2:39 PM","
Both Canada and India have expressed interest in collaborating with the Philippines in their vaccine trials for COVID-19.
(PIXABAY / MANILA BULLETIN)
This was announced by Department of Science and Technology (DOST) Secretary Fortunato dela Pena in the agency’s weekly report.
He said the collaboration is opportune as it will “provide the Philippines more options” in its fight against COVID- 19.No other information regarding the collaboration was disclosed only that India will be working with a company called Bharat Biotech. .
Last June, the agency had a consultative meeting with the local pharmaceutical industry to discuss plans for COVID-19 vaccine trials.
The DOST and the Phillipine Council for Health Research and Development (PCHRD) are hoping the local pharma industry is open to the opportunity not just in combating the ongoing pandemic, but to prepare for the future as well.
PCHRD Executive Director Dr. Jaime C. Montoya said the country will be dependent on global supply if a vaccine will not be developed locally. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/07/10/dfa-gives-dost-info-on-covid-19-vaccine-development-clinical-trials/,"DFA gives DOST info on COVID-19 vaccine development, clinical trials",by Roy Mabasa,"Published July 10, 2020, 3:33 PM","
The Department of Foreign Affairs (DFA) said on Friday it has already endorsed to the Department of Science and Technology (DOST) all the information they gathered on vaccine developments and potential international partners for COVID-19 (coronavirus disease 2019) clinical trials in the Philippines.
(PIXABAY / MANILA BULLETIN)
This came after the DFA, through its various embassies and consulates abroad, has initiated coordination and exchanges of information with different jurisdictions across the Americas, Asia and the Pacific, Europe, Africa, and the Middle East regarding the coronavirus vaccine developments.
Based on the information that has been gathered, the DFA has recommended that the following steps must be pursued to ensure that a viable vaccine can be made available and accessible to Filipinos: Collaboration with Philippine subsidiaries of vaccine developers; engagement with those overseas for the conduct of clinical trials; utilization of multilateral efforts to ensure vaccine access, and bilateral cooperation among countries.The DOST chairs the sub-Technical Working Group on COVID-19 Vaccine Clinical Trials.
Apart from its efforts to obtain information on the development of vaccines worldwide, the DFA has also been engaged in processing and facilitating international humanitarian assistance for the government’s COVID-19 response.
As of this month, the DFA has processed and assisted in facilitation assistance from nine (9) foreign governments and six (6) of their medical agencies, four (4) international organizations, and 33 private companies, groups and individuals. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/07/08/ph-to-participate-in-clinical-trials-for-5-candidate-vaccines-vs-covid-19/,PH to participate in clinical trials for 5 candidate vaccines vs COVID-19,by Analou De Vera ,"Published July 8, 2020, 6:58 PM","
The country will participate in clinical trials for five candidate vaccines against the coronavirus disease (COVID-19) after it was approved by the Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF-EID).
Dr. Nina Gloriani
“Ang ating Interagency Task Force sa COVID-19 for Emerging Infectious Diseases ay nag approve ng collaborations for vaccine trials sa limang vaccine developers [Our Interagency Task Force on COVID-19 for Emerging Infectious Diseases has approved collaborations for vaccine trials from five vaccine developers],”said Dr. Nina Gloriani, head of the expert panel on vaccine trials of the Department of Science of Technology (DOST), during a press briefing on Wednesday hosted by the Department of Health department (DOH). Gloriani said that the clinical trial collaborations involve three vaccine developers from China and two from Taiwan.
The vaccine developers which the country will collaborate with include China’s SINOVAC Biotech; Chinese Academy for Science–Guangzhou Institute of Biomedicine and Health;and Sinopharma– Wuhan Institute and Beijing Biologicals Institute. For vaccine developers from Taiwan, they are Adimmune Corporation and Academia Sinica.
“Inaayos na ang lahat ng regulatory requirements…at maging ready to start the clinical trials [The regulatory requirements needed are now being prepared…. so we can be ready to start the clinical trials],” said Gloriani.
Gloriani said that the Philippines continues to connect with other vaccine developers “with promising COVID-19 vaccine candidates for clinical trials in our country.”
“Ang ating panel ay masugid na tinututukan ang vaccine trial around the world na nasa Phase 1, 2, and 3 [Our panel is actively focusing on vaccine trials around the world that are in Phase 1, 2, and 3],” she said.
The DOH also previously announced that the country is eyeing to participate in the World Health Organization’s (WHO) Solidarity Trial for a COVID-19 vaccine. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/07/08/us-awards-1-6-billion-to-novavax-for-covid-19-vaccine/,US awards $1.6 billion to Novavax for COVID-19 vaccine,by Agence France-Presse,"Published July 8, 2020, 12:01 PM","
The US on Tuesday announced it was providing $1.6 billion in funding for the development and manufacture of a COVID-19 vaccine candidate produced by biotech firm Novavax, the largest amount awarded under Operation Warp Speed.
Dr. Nita Patel, Novavax director of antibody discovery and vaccine development, examines a vial of the company’s experimental COVID-19 vaccine (AFP/ MANILA BULLETIN)
Separately, the US also said it was providing $450 million to Regeneron for its experimental COVID-19 treatment and prophylaxis, a combination of two antibodies.
Under the terms of its agreement with the Department of Health and Human Services (HHS) and Department of Defense, Novavax agrees to deliver 100 million doses of its vaccine, potentially by the end of the year.“We are honored to partner with Operation Warp Speed to move our vaccine candidate forward with extraordinary urgency in the quest to provide vital protection to our nation’s population,” said Stanley Erck, the company’s president and CEO.
The final stage Phase 3 trial of its vaccine, called NVX-CoV2373, is set to take place this fall.
The Maryland-based company uses insect cells to grow synthesized pieces of the SARS-CoV-2’s “spike protein,” which the virus uses to invade cells, in order to trigger the human body’s immune response.
It also uses an “adjuvant,” a compound that boosts the production of neutralizing antibodies.In the spring, the company said it had proven the efficacy of a seasonal flu vaccine it had developed using similar technology.
The amount awarded to Novavax by the US is higher than the $1.2 billion given to the Oxford University vaccine that is being developed by AstraZeneca.
Under Operation Warp Speed, the US is aiming to deliver millions of doses of safe and effective vaccines for COVID-19 in 2021.Also Tuesday, the US said it was providing New York-state based Regeneron with $450 million to scale up manufacture of its COVID0-19 antibody treatment.
The company, which announced on Monday it was entering late stage human trials, estimates that it could have between 70,000 and 300,000 treatment doses, with the first available by late summer.
The drug, called REGN-COV2, is a combination of two antibodies that block the coronavirus’ spike protein.
Regeneron scientists evaluated thousands of antibodies harvested from genetically-modified mice with human immune systems and from humans, identifying the two they found to be most potent, while not competing against each other.
The company uses a multi-antibody strategy to decrease the chances that the virus will mutate in order to evade the blocking action of a single antibody, an approach it detailed in a recent study in Science.Last year, a triple antibody cocktail developed by Regeneron was shown to be effective against the Ebola virus. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/07/03/govt-to-sell-assets-for-covid-19-vaccine/,Gov’t to sell assets for COVID-19 vaccine,by Argyll Cyrus Geducos,"Published July 3, 2020, 2:48 PM","
Malacañang said the government is more than willing to sell its assets to buy COVID-19 vaccines that will be developed by any country, even if it is not China.
Presidential Spokesperson Harry Roque (RESIDENTIAL PHOTO / MANILA BULLETIN)
Presidential spokesman Harry Roque made the statement after it was reported that an experimental COVID-19 vaccine being developed by American drug giant Pfizer and biotech firm BioNTech from Germany showed positive results.
In Friday’s episode of “Laging Handa” public briefing aired over state-run PTV-4, Roque said it does not matter anymore if other countries will first come up with a vaccine before China.“Basta po meron nang gamot diyan sa COVID-19, basta may bakuna, ibebenta natin lahat ng ari-arian ng ating gobyerno para makabili po tayo para sa ating mga kababayan. (As long as there is a cure or vaccine for COVID-19, we will sell all our assets so we can buy them for our citizens),” he said.
“‘Yan po ang paninindigan ni Presidente. Buhay muna bago ari-arian (That is the stand of the President. Lives over properties),” he added.
BioNTech CEO Ugur Sahin said its BNT162b1 produces antibody responses at or above the levels seen in any convalescent serum at relatively low doses.
An AFP report said the preliminary data come from a so-called phase 1/2 trial that aimed to show the vaccine is not toxic and triggers an immune system response to prepare the body to fight off the virus.The London School of Hygiene and Tropical Medicine says a total of 23 COVID-19 vaccine projects have launched clinical trials on humans.
Last month, Chinese President Xi Jinping assured President Duterte that the Philippines would be prioritized once China is able to develop a vaccine against COVID-19, a disease caused by the SARS-CoV2 virus that originated from Wuhan, China.
President Duterte has stressed the need to cooperate with research trials aimed at developing a vaccine. Roque also earlier said that the Philippines is expected to participate in clinical trials by the last quarter of the year. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/07/03/roque-admits-ph-cannot-truly-claim-covid-victory-without-vaccine-cure/,"Roque admits PH cannot truly claim COVID victory without vaccine, cure",by Genalyn Kabiling,"Published July 3, 2020, 12:48 PM","
The country cannot truly claim victory against the coronavirus until the world finds a safe and effective vaccine or cure to the deadly disease.
Presidential Spokesperson Atty. Harry Roque
(Jansen Romero / MANILA BULLETIN FILE PHOTO)
Presidential spokesman Harry Roque made the admission after clarifying his remarks that the country was “winning” the battle against the pandemic.Roque had earlier congratulated the nation for beating a University of the Philippines (UP) forecast on 40,000 cases of coronavirus cases last month, triggering a firestorm of criticisms from some lawmakers and groups for allegedly being misinformed. The country had 37,514 cases of infections at the end of June.
“Kapag sinabi nating nananalo po tayo, dahil nahanda po natin ang ating health system para magbigay lunas sa mga magkakasakit bagamat tama po kayo, hindi talaga tayo mananalo habang walang bakuna, habang walang gamot dito sa sakit na ito (When we say we are winning, it is because we have prepared our health system to provide treatment for the sick. But you are right, we really cannot win until there is no vaccine, medicine to this disease),” Roque said during a Palace press briefing on Thursday.
Roque explained that he was merely celebrating the “small victory” of the country in having cases lower than the UP forecast.
Roque was reacting to Senator Nancy Binay’s pronouncement that it was premature to declare the country was winning the fight against the pandemic. Binay said there should be a “semblance of normalcy” if the country was indeed winning the fight. Metro Manila’s continued general community quarantine (GCQ) status belies Roque’s comment, she added.
The country is largely under modified general community quarantine as the government moved to revive the economy and promote livelihood of the people.
Cebu City remained under enhanced community quarantine due to the surge in infections, while Metro Manila kept its GCQ classification until mid-July. Other areas under GCQ are Benguet, Cavite, Rizal, Lapu-Lapu City, Mandaue City, Leyte, Ormoc, Southern Leyte, Talisay City, and the municipalities of Minglanilla and Consolacion in Cebu.
As of July 2, the country has recorded 38,805 cases of coronavirus with 10,673 recoveries and 1,274 deaths.Roque has trumpeted the gains in the fight against coronavirus, citing the decrease in the fatality rate and the plateauing case positivity rate.
“Ang patuloy na pagbababa ng mga namamatay sa virus ay matuturing nating small victory po. Ang tagumpay na ito, gaano man kaliit, ay tagumpay na masasabi (The continued drop in the deaths from the virus is considered a small victory. This victory, no matter how small, is still a victory),” he said.
Roque also claimed that case positivity rate has somehow “plateaued” after it reached 7.12 percent. “Sa buwan po ng June, ito po ay more or less stable. At ngayon po, ang positivity rate natin ay 7.12, ibig sabihin po niyan – 7 out of 100 persons actually tested positive for COVID-19 (For the month of June, it is more or less stable. Our positivity rate is now 7.12, meaning seven out of 100 persons actually tested positive for COVID-19),” he said.
He said the country could sustain the gains in containing the spread of the disease if the people will continue to cooperate and observe health measures. The wearing of face masks, frequent hand washing, and safe distancing from others could help stop the spread of infection, he added.
On government efforts to contain the COVID-19 outbreak, Roque said they will accelerate expanded testing efforts to detect, isolate, and treat patients with illness. The government will also resort to “localized or granular lockdowns” to curb the spread of the illness while limiting its impact on the economy. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/06/27/house-to-allocate-funds-for-covid-19-vaccine/,House to allocate funds for COVID-19 vaccine,by manilabulletin_admin,"Published June 27, 2020, 12:00 AM","
By Ben Rosario
The House of Representatives is adopting a very optimistic and refreshing view in the worldwide fight against the COVID 19 pandemic – it will set aside funds for the purchase of vaccines against the viral scourge.
House Speaker Alan Peter Cayetano
(Alan Peter Cayetano / Facebook page/ MANILA BULLETIN FILE PHOTO)
As early as now, Speaker Alan Peter Cayetano said funds should “already be allocated for the COVID-19 vaccine” even as he described as “very conservative” the government plan to submit a P4.3-trillion annual budget for 2021.Currently, pharmaceutical research laboratories in United States, Japan, Germany, United Kingdom, and China, a number of them financed by the US government, are now racing to develop the first vaccine that would stop the spread of the killer virus. But so far, there remains no assurance that one will be developed anytime soon.
Still, Cayetano believes that funds should already be reserved to give Filipinos a bigger chance at getting vaccinated once an anti-COVID 19 vaccine is available.
“What if there is a vaccine and they won’t supply unless you pay at once? So the funds should already be available in the budget,” he said.
According to the House leader, a number of countries expect to develop a vaccine in about a year. He was apparently referring to various reports that the vaccine race has become very competitive worldwide.But if research laboratories fail to produce a vaccine, the House leader said the money allocated for the program could easily be used to finance COVID-19 testing or procure medical supplies.
“They (government) won’t have to go back to Congress for additional appropriation,” Cayetano stated.
Some eports indicated that Oxford University and pharmaceutical AstraZeneca have received huge funding from Great Britain and the US.French drugmaker Sanofi is also speeding up clinical trials of its vaccine candidate and is reportedly eyeing approval of regulatory authorities by the first six months of 2021.
Meanwhile, Duke-NUS Medical School in Singapore has also joined the race and is experimenting on a vaccine candidate that uses genetic material to create an immune response in the body.
British press reported that Prince William had met patients participating in a human trial of what they claimed to be a promising COVID-19 vaccine.
With these developments, Cayetano said he and his House colleagues “want to enter 2021 fully aware that the country has to meet the challenges of COVID-19 head-on.”
Aside from the COVID-19 vaccine fund, the Lower House is also eyeing the allocation of funds for economic stimulus to help affected sectors recover from the harsh beatings they suffered during the pandemic.“We’re already talking about what part of the 2021 budget is stimulus as well,” he said.
Such appropriations would be in addition to those that would be contained in Bayanihan 2 or the proposed “We Recover as One” law, he added.
In an interview, Cayetano revealed that the House, together with the Senate and the Department of Finance, are now close to agreeing on the final version of the proposed legislation.
“I think 80-90 percent we’ve gone over it and we already have some consensus,” he said.
Bayanihan 2 would include loans for small and medium businesses, and funds for the procurement of more testing and medical supplies, and for tourism, he said.
Part of the money would also go to the requirements of the blended learning program of the Department of Education (DepEd) under the new normal, he added.
Cayetano stressed that while Bayanihan 1 or the We Heal as One Law was very general and broad in its language, the House wants Bayanihan 2 to be more detailed.
“For example, we don’t want to allocate funds for tourism in general. We want to be more specific. Is the money for facilities, infrastructure, or is it for training of tourist guides? But we are also discussing some flexibility for the executive branch,” he said. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/06/19/who-eyes-hundreds-of-millions-of-covid-19-vaccine-doses-before-2021/,WHO eyes hundreds of millions of COVID-19 vaccine doses before 2021,by manilabulletin_admin,"Published June 19, 2020, 12:00 AM","
By Agence France-Presse
The World Health Organization (WHO) said Thursday that a few hundred million COVID-19 vaccine doses could be produced by the end of the year – and be targeted at those most vulnerable to the virus.
The UN health agency said it was working on that assumption, with a view to two billion doses by the end of 2021, as pharmaceutical firms rush to find a vaccine.WHO chief scientist Soumya Swaminathan said researchers were working on more than 200vaccine candidates around the world, including 10 that are in human testing.
“If we’re very lucky, there will be one or two successful candidates before the end of this year,” she told a virtual press conference.
She identified three groups most in need of the first wave of vaccine doses.
They are front-line workers with high exposure, such as medics and police officers; those most vulnerable to the disease, such as the elderly and diabetics; and people in high-transmission settings, such as urban slums and care homes.“You have to start with the most vulnerable and then progressively vaccinate more people,” Swaminathan said.
“We are working on the assumption that we may have a couple of hundred mil – lion doses at the end of this year, very optimistically,” she said.
“We’re hoping that in 2021 we will have two billion doses of one, two or three effective vaccines to be dis – tributed around the world. But there’s a big ‘if’ there, because we don’t yet have any vaccine that’s proven.“But because of all the investments going into this, let’s say we have two billion doses by the end of 2021 – we should be able to vaccinate at least these priority populations.”
Pharmaceutical compa – ny executives said late last month that one or several COVID-19 vaccines could be – gin rolling out before 2021, but warned that an estimated total of 15 billion doses would be needed to suppress the virus.
Swaminathan said scien – tists were analyzing 40,000 sequences of the new coro – navirus and while all viruses mutate, this one was doing so far less than influenza, and had not yet mutated in the key areas that would alter the severity of disease or the immune response.
Lower immunity
People who catch COVID19 but don’t show symptoms may have significantly lower levels of immunity against the virus than those who become severely ill, new research showed Thursday.
The majority of virus pa – tients display relatively minor signs of infection, and a small proportion show no symptoms at all.
Very little is known about this group, given that they are far less likely to be tested than those who go on to develop severe symptoms including respiratory problems.
Researchers based in Chi – na compared two groups of individuals infected with COVID-19 in Chongqing’s Wanzhou district: 37 who showed symptoms versus 37 who did not.
The researchers analyzed blood samples from both groups taken a few weeks after recovering and found that just 62.2 percent of the asymptomatic group had short-term antibodies, com – pared with 78.4 percent of symptomatic patients.
After eight weeks of con – valescence, antibody pres – ence had fallen in 81.1 percent of asymptomatic patients, compared with 62.2 percent of symptomatic patients.
What’s more, asymp – tomatic patients were found to have lower levels of 18 pro- anti-inflammatory cellsignaling proteins than the symptomatic group, suggesting a weaker immune response to the novel coronavirus.
Authors of the study, which was published in Na – ture Medicine, said their findings called into question the idea that everyone who has had coronavirus are im – mune to future infection.
“These data might indi – cate the risks of using COVID19 ‘immunity passports’ and support the prolongation of public health interventions, including social distancing, hygiene, isolation of highrisk groups and widespread testing,” they wrote.
Danny Altmann, a spokes – man for British Society for Immunology as well as pro – fessor of Immunology at Imperial College London, said the research raised a vital question for combating COVID-19.
“Much immunology data so far has come from analyz – ing the sickest, hospitalized patients, but most people who have been more mildly affected will want to know whether this is likely to have conferred lasting, protective immunity,” he said.
Altmann said it was “an important and potentially worrying point” that many patients in the study showed a significant decline in antibody levels in just two months.
“Though this is quite a small sample size of patients, it is in line with some con – cerns that natural immunity to coronaviruses can be quite short-lived,” said Altmann, who was not involved in the research. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/06/14/us-to-share-covid-19-vaccine-to-ph-once-available-esper/,US to share COVID-19 vaccine to PH once available–Esper,by manilabulletin_admin,"Published June 14, 2020, 12:00 AM","
By Martin Sadongdong
The United States expressed willingness to share to the Philippines a vaccine on coronavirus disease (COVID-19) that it is developing once it is finished and available for distribution.
U.S. Secretary of Defense Mark Esper
(REUTERS/Kevin Lamarque/File Photo/MANILA BULLETIN)
This was the assurance made by US Secretary of Defense Mark Esper in a conference call with Defense Secretary Delfin Lorenzana last Friday, Independence Day (June 12).“Secretary Esper mentioned that developments on vaccines and therapeutics in the US are making very good progress, and expressed their willingness to share them with US allies and partners once available,” said Department of National Defense (DND) spokesperson Arsenio Andolong in a statement on Sunday.
Meanwhile, Lorenzana took the opportunity to share the Philippines’ response to COVID-19 pandemic as he thanked the US government for its medical assistance and donations.
The conference call between the top defense officials was bared after Malacanang announced that President Duterte had a phone call with Chinese President Xi Jinping on the eve of Independence Day.
According to Presidential spokesperson Harry Roque, Xi told Duterte that the Philippines will get a “priority” access to a vaccine that it is also developing to combat COVID-19, which originated in the Chinese city of Wuhan in Hubei province.Other matters
Aside from COVID-19 response, Esper and Lorenzana also talked about the decision of Duterte to suspend the termination of the Visiting Forces Agreement (VFA).
It was Foreign Affairs Secretary Teodoro Locsin Jr. who made the announcement on June 3, citing the need for a stronger collaboration among partner-countries to deal with the COVID-19 pandemic, and the increased tension in the South China Sea.Further, Esper and Lorenzana discussed about the security situation in the South China Sea which, in the past weeks, has been a witness to a seemingly flex of military might between US and China what with the deployment of their respective warships in the disputed waters.
The discussion between the US and Philippines Defense chiefs also covered counter-terrorism and logistics cooperation, and the capability upgrades of the Armed Forces of the Philippines (AFP).
“Both sides committed to sustain dialogues amidst the pandemic and strengthen the cooperation between the two defense establishments,” Andolong said. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/06/12/china-pledges-to-give-ph-priority-access-to-its-potential-covid-19-vaccine/,China pledges to give PH priority access to its potential COVID-19 vaccine,by manilabulletin_admin,"Published June 12, 2020, 12:00 AM","
By Genalyn Kabiling
China has pledged to make its potential coronavirus vaccine a “global public good” and prioritize the Philippines to access it, owing to the close relations with their “friendly neighbor.”
President Rodrigo Roa Duterte and President Xi Jinping of People’s Republic of China(ALFRED FRIAS/PRESIDENTIAL PHOTO / MANILA BULLETIN FILE PHOTO)
Chinese President Xi Jinping committed to President Duterte his country’s closer cooperation to combat the pandemic, including access to vaccines and a steady supply of medical goods, in a phone conversation Thursday (June 11) evening.The phone call between the two leaders lasted 38 minutes and was “productive, open, and focused,” according to Malacañang. It transpired a few days after the two countries observed the 45th anniversary of the establishment of diplomatic relations on June 9.
“President Duterte stressed the need for cooperation in research trials for COVID-19 vaccine and treatments. While noting China’s vaccine development program, President Duterte emphasized the imperative of making vaccines accessible and affordable to all countries, including the Philippines,” a Palace statement read.
“For his part, President Xi reiterated China’s commitment to the international community to make any vaccine it develops a global public good and that as a friendly neighbor, China certainly considers the Philippines as a priority,” it added.
The two leaders also tackled both countries’ progress in fighting the pandemic and their strategies to restart their economies under the new normal. Xi has offered China’s full support to the Philippines in ensuring the supply chain especially of medical supplies and equipment, promoting the free flow of goods, and completing priority infrastructure cooperation projects in the country, according to the Palace.The Chinese leader also extended his gratitude for the country’s support for its own fight against COVID-19. He highlighted the Philippines’ goodwill donation to the city of Wuhan “describing this as acts of kindness that shall be returned many times more,” the Palace said.
Strategic cooperation
Both leaders have also agreed to further boost the comprehensive strategic cooperation between the Philippines and China to new levels. They likewise renewed their commitment to promote regional peace, stability, and prosperity.“Both leaders expressed appreciation for each other’s very warm written messages on the occasion of the 45th anniversary of the establishment of Philippines-China diplomatic relations. The exchange of letters demonstrated shared commitment to strengthen comprehensive strategic cooperation and articulated the resolve to uphold peace, stability, prosperity, and principles of international law, including the rule of law,” the Palace said.
Xi likewise offered warm wishes to Duterte and the Filipino people on the observance of the 122nd anniversary of Philippine independence.
President Duterte recently sent a letter to Xi on the occasion of the milestone in diplomatic relations, saying he considers China a “close neighbor and valued friend.”
Duterte also recognized that the two nations must continue to strengthen the partnership especially in the face of the global health crisis. Xi, in his letter to Duterte, agreed to work closely with the Philippines on efforts to overcome the pandemic.
In recent months, China has donated medical equipment and supplies to the Philippines to boost its coronavirus response. Some Chinese biopharmaceutical firms have also recently been tapped by the Philippine government for the research and development of a potential coronavirus vaccine.As of June 11, the number of the country’s cases of coronavirus has soared to 24,175 with 1,036 deaths.
Years-long conflict
The two countries have been locked in a territorial conflict in the West Philippine Sea for years, with China aggressively reclaiming areas in the disputed waterway.
Under Duterte’s leadership, the Philippines opted to pursue dialogue with China to manage the territorial dispute while pursuing close economic and security ties with Asian giant. Duterte often declared that the country cannot afford to go to war with China over the territory since it will lead to the massacre of government troops.
In July 2016, the Hague-based arbitration court ruled that China has no legal or historical basis to claim rights over resource-rich South China Sea. The United Nations-recognized tribunal said China breached the sovereign rights of the Philippines by building artificial islands, interfering with its fishing and oil projects. Beijing has refused to recognize the decision. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/06/09/chinese-biopharm-firm-among-phs-collaborators-to-develop-covid-19-vaccine/,Chinese biopharm firm among PH’s collaborators to develop COVID-19 vaccine,by manilabulletin_admin,"Published June 9, 2020, 12:00 AM","
By Genalyn Kabiling
A Chinese biopharmaceutical company will be among the “potential collaborators” in the country’s research and development for a coronavirus vaccine.
Presidential Spokesperson Harry Roque
(OPS / MANILA BULLETIN)
According to Presidential Spokesperson Harry Roque, the Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF) has approved the inclusion of Sinovac Biotech Ltd. to the list of organizations that will collaborate with the government in the COVID-19 vaccine development and clinical trials.The involvement of Sinovac, contained in IATF Resolution No. 44, was made upon the recommendation of the Department of Science and Technology (DOST).
Last month, the inter-agency task force approved the DOST’s recommendations on the country’s participation in the clinical trials for COVID-19 vaccines.
The department earlier proposed the country’s collaboration with four institutions — Adimmune Corporation, Academia Sinica, Chinese Academy of Science-Guangzhou Institute of Biomedicine and Health, and SinoPharm–Wuhan Institute of Biological Products — and the Beijing Institute of Technology in the development of a potential coronavirus vaccine.
President Duterte earlier expressed his optimism about the country’s involvement in the clinical trials for a coronavirus vaccine in the last quarter of 2020 in the hope it will save more lives.“The President wants to save the life of each and every Filipino and thus places great interest in these clinical trials,” Roque said late last month.
Roque said the DOST has been tasked to provide the country’s collaborating organizations with the Department of Health, World Health Organization, and Food and Drug Administration Philippines guidelines on vaccine clinical trials.
The department must also identify the sites, the local institutions, and the Filipino researchers who will be involved in the collaborative trials; assist local participating institutions in their proposals and budgets, obtain ethics board approvals, as well as formalize the agreements. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2020/06/05/duterte-notes-progress-in-anti-covid-19-vaccine-development/,Duterte notes progress in anti-COVID-19 vaccine development,by manilabulletin_admin,"Published June 5, 2020, 12:00 AM","
By Genalyn KabilingA United States-based biotech company may soon start the production of its potential coronavirus vaccine but will likely prioritize the supply for Americans, according President Duterte.
President Rodrigo Roa Duterte
(KARL NORMAN ALONZO / PRESIDENTIAL PHOTO / FILE PHOTO / MANILA BULLETIN)
In his public address on state television Friday, the President said Moderna has entered the final stage of testing to determine the efficacy of its potential vaccine. He noted that vaccine supply will be limited unless the US company shares the technology and “gives it free to everybody.”“The earliest that mayroon na sila, they are in the final stage of testing, ang Moderna. It’s Moderna, it’s a US — pero it’s backed up by several… Mukhang mauna ito sila and they say mid-summer available na (The earliest that they can have, they are in the final stage of testing. It’s Moderna. It’s a US firm but it’s backed up by several.. they will be first in the line and they say it’s available by mid-summer),” he said.
“But they can only produce 200 million and that is only good for — America has something like three — 3.4 — 314 million sila. Kulang pa ‘yung…Well, kung ibigay nila… If they will share the — ‘yung technology, give it the — for free to everybody (But they can only produce 200 million and its only good for.. America has something like 314 million population. It won’t be enough unless well, if they share the technology, give it for free for everybody),” he said.
Moderna recently announced that it was preparing for the third phase of its trials on the coronavirus vaccine candidate dubbed mRNA-1273 by next month. The company was reportedly the first to start human testing with its potential vaccine.
The President, meantime, appealed anew to the public observe the health precautions such as wearing of face mask, frequent hand washing, and safe distancing from others. The country is currently placed under community quarantine at varying levels to stem the spread of the coronavirus disease.“Remember when you go out, (wear a face) mask,” the President told the nation.
Duterte also suggested using alcohol to sanitize hands as he a made a demonstration during his public address.
“Ito mura naman ito eh. Hindi naman ito ano, because siguro mag-ano kayo. Isang — eh tingnan mo,” he said while squeezing alcohol from a small bottle. “One, two, three, four. That is enough to kill the germs,” he said, rubbing alcohol on his hands. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
